"","rec","Part","Task","RT","Acc","Cond"
"1576",1576,8,"Stroop","2.3602",1,"1"
"1577",1577,8,"Stroop","1.9064",1,"0"
"1578",1578,8,"Stroop","1.7991",1,"0"
"1579",1579,8,"Stroop","1.0003",1,"0"
"1580",1580,8,"Stroop","1.4989",1,"0"
"1581",1581,8,"Stroop","1.3479",1,"0"
"1582",1582,8,"Stroop","1.0981",1,"0"
"1583",1583,8,"Stroop","0.9364",1,"1"
"1584",1584,8,"Stroop","1.9526",1,"0"
"1585",1585,8,"Stroop","1.1996",1,"1"
"1586",1586,8,"Stroop","1.0190",1,"1"
"1587",1587,8,"Stroop","1.1971",1,"1"
"1588",1588,8,"Stroop","1.7459",1,"0"
"1589",1589,8,"Stroop","0.7102",1,"0"
"1590",1590,8,"Stroop","1.1670",1,"0"
"1591",1591,8,"Stroop","1.0446",1,"0"
"1592",1592,8,"Stroop","1.1213",0,"0"
"1593",1593,8,"Stroop","1.6779",1,"0"
"1594",1594,8,"Stroop","2.4558",0,"0"
"1595",1595,8,"Stroop","2.6130",1,"0"
"1596",1596,8,"Stroop","0.6003",1,"0"
"1597",1597,8,"Stroop","1.4626",1,"0"
"1598",1598,8,"Stroop","1.4298",1,"0"
"1599",1599,8,"Stroop","0.8830",1,"1"
"1600",1600,8,"Stroop","1.2372",1,"1"
"1601",1601,8,"Stroop","2.1505",1,"0"
"1602",1602,8,"Stroop","0.8345",1,"1"
"1603",1603,8,"Stroop","0.7840",1,"0"
"1604",1604,8,"Stroop","0.8061",1,"0"
"1605",1605,8,"Stroop","1.2993",1,"0"
"1606",1606,8,"Stroop","0.9365",1,"0"
"1607",1607,8,"Stroop","1.4381",1,"1"
"1608",1608,8,"Stroop","1.9982",0,"0"
"1609",1609,8,"Posner","0.817400000005932",1,"valid"
"1610",1610,8,"Posner","0.788799999997082",1,"invalid"
"1611",1611,8,"Posner","0.981800000011958",1,"neutral"
"1612",1612,8,"Posner","1.38269999998806",1,"neutral"
"1613",1613,8,"Posner","0.549200000002998",1,"valid"
"1614",1614,8,"Posner","1.0477999999971",1,"valid"
"1615",1615,8,"Posner","0.716499999999996",1,"invalid"
"1616",1616,8,"Posner","0.999299999997106",1,"valid"
"1617",1617,8,"Posner","0.883000000000038",1,"neutral"
"1618",1618,8,"Posner","0.83489999999108",1,"valid"
"1619",1619,8,"Posner","1.23850000000004",1,"invalid"
"1620",1620,8,"Posner","0.599300000011908",1,"valid"
"1621",1621,8,"Posner","0.867799999997033",1,"valid"
"1622",1622,8,"Posner","1.67720000000293",1,"valid"
"1623",1623,8,"Posner","1.447699999988",1,"neutral"
"1624",1624,8,"Posner","1.4325",1,"invalid"
"1625",1625,8,"Posner","0.915400000006002",1,"invalid"
"1626",1626,8,"Posner","1.86450000000002",1,"valid"
"1627",1627,8,"Posner","1.44079999999701",1,"valid"
"1628",1628,8,"Posner","1.26310000000888",1,"neutral"
"1629",1629,8,"Posner","1.36440000000596",1,"valid"
"1630",1630,8,"Posner","1.28250000000003",1,"invalid"
"1631",1631,8,"Posner","0.681200000002946",1,"neutral"
"1632",1632,8,"Posner","1.150200000003",1,"valid"
"1633",1633,8,"Posner","1.13349999999991",1,"valid"
"1634",1634,8,"Posner","1.23179999999707",1,"neutral"
"1635",1635,8,"Posner","1.14870000000292",1,"neutral"
"1636",1636,8,"Posner","1.15000000000009",1,"valid"
"1637",1637,8,"Posner","1.36670000000299",1,"valid"
"1638",1638,8,"Posner","1.38240000000599",1,"invalid"
"1639",1639,8,"Posner","1.81560000000889",1,"valid"
"1640",1640,8,"Posner","0.874299999997106",1,"invalid"
"1641",1641,8,"Posner","1.38199999999995",1,"valid"
"1642",1642,8,"Posner","1.30760000000896",1,"valid"
"1643",1643,8,"Posner","1.29860000000883",1,"valid"
"1644",1644,8,"Posner","1.51779999999701",1,"neutral"
"1645",1645,8,"Posner","0.983799999997018",1,"invalid"
"1646",1646,8,"Posner","1.19849999999997",1,"neutral"
"1647",1647,8,"Posner","1.71760000000893",1,"invalid"
"1648",1648,8,"Posner","1.63320000000294",1,"valid"
"1649",1649,8,"Posner","2.11599999999999",1,"invalid"
"1650",1650,8,"Posner","1.29910000000893",1,"valid"
"1651",1651,8,"Posner","0.483200000002967",1,"invalid"
"1652",1652,8,"Posner","1.48400000000004",1,"valid"
"1653",1653,8,"Posner","0.966800000011858",1,"valid"
"1654",1654,8,"Posner","1.25670000000298",1,"valid"
"1655",1655,8,"Posner","1.54899999999998",1,"neutral"
"1656",1656,8,"Posner","1.19929999999704",1,"neutral"
"1657",1657,8,"Posner","1.05660000000898",1,"valid"
"1658",1658,8,"Posner","0.431599999993978",1,"valid"
"1659",1659,8,"Posner","1.19309999999405",1,"invalid"
"1660",1660,8,"Posner","1.28389999999115",1,"neutral"
"1661",1661,8,"Posner","0.886499999999955",1,"valid"
"1662",1662,8,"Posner","0.466200000002914",1,"invalid"
"1663",1663,8,"Posner","1.44920000000297",1,"neutral"
"1664",1664,8,"Posner","1.54810000000884",1,"valid"
"1665",1665,8,"Posner","0.616399999991017",1,"valid"
"1666",1666,8,"Posner","1.43240000000594",1,"invalid"
"1667",1667,8,"Posner","0.666299999997022",1,"neutral"
"1668",1668,8,"Posner","0.415399999991109",0,"neutral"
"1669",1669,8,"Posner","1.08189999999104",1,"valid"
"1670",1670,8,"Posner","2.09209999999393",1,"valid"
"1671",1671,8,"Posner","1.80100000000004",1,"invalid"
"1672",1672,8,"Posner","1.41600000000005",1,"valid"
"1673",1673,8,"Posner","0.899499999999989",1,"neutral"
"1674",1674,8,"Posner","0.465899999991052",1,"valid"
"1675",1675,8,"Posner","1.5998000000119",1,"valid"
"1676",1676,8,"Posner","0.51609999999414",1,"neutral"
"1677",1677,8,"Posner","1.34889999999098",1,"valid"
"1678",1678,8,"Posner","1.51559999999404",1,"invalid"
"1679",1679,8,"Posner","1.33109999999408",1,"valid"
"1680",1680,8,"Posner","1.73169999998811",1,"invalid"
"1681",1681,8,"Posner","1.7823000000119",1,"valid"
"1682",1682,8,"Posner","1.36329999999703",1,"valid"
"1683",1683,8,"Posner","0.96550000000002",1,"invalid"
"1684",1684,8,"Posner","0.399900000005914",1,"valid"
"1685",1685,8,"Posner","1.11510000000885",1,"valid"
"1686",1686,8,"Posner","1.19940000000588",1,"invalid"
"1687",1687,8,"Posner","1.09900000000005",1,"neutral"
"1688",1688,8,"Posner","1.34510000000887",1,"neutral"
"1689",1689,8,"Posner","0.783200000003035",1,"valid"
"1690",1690,8,"Posner","1.57990000000598",1,"neutral"
"1691",1691,8,"Posner","1.03159999999411",1,"neutral"
"1692",1692,8,"Posner","1.26609999999403",1,"valid"
"1693",1693,8,"Posner","1.26519999998811",1,"invalid"
"1694",1694,8,"Posner","1.18140000000597",1,"invalid"
"1695",1695,8,"Posner","1.24720000000298",1,"valid"
"1696",1696,8,"Posner","1.51479999999697",1,"valid"
"1697",1697,8,"Posner","1.93970000000297",1,"valid"
"1698",1698,8,"Posner","1.36470000000304",1,"valid"
"1699",1699,8,"Posner","0.941600000008975",1,"valid"
"1700",1700,8,"Posner","1.00049999999999",1,"valid"
"1701",1701,8,"Posner","1.29880000001185",1,"invalid"
"1702",1702,8,"Posner","1.70829999999705",1,"neutral"
"1703",1703,8,"Posner","1.28259999999409",1,"invalid"
"1704",1704,8,"Posner","1.08279999999706",1,"neutral"
"1705",1705,8,"Posner","1.41479999999706",1,"invalid"
"1706",1706,8,"Posner","1.16579999999703",1,"invalid"
"1707",1707,8,"Posner","1.41650000000004",1,"valid"
"1708",1708,8,"Posner","1.51599999999996",1,"valid"
"1709",1709,8,"Posner","1.39700000000005",1,"neutral"
"1710",1710,8,"Posner","1.31550000000004",1,"valid"
"1711",1711,8,"Posner","1.41620000000296",1,"valid"
"1712",1712,8,"Posner","1.41550000000007",1,"neutral"
"1713",1713,8,"Posner","1.44170000000304",1,"valid"
"1714",1714,8,"Posner","0.504200000003038",1,"valid"
"1715",1715,8,"Posner","0.508299999997007",1,"neutral"
"1716",1716,8,"Posner","1.63209999999401",1,"valid"
"1717",1717,8,"Posner","0.464399999991087",1,"neutral"
"1718",1718,8,"Posner","1.39879999999698",1,"invalid"
"1719",1719,8,"Posner","1.49890000000596",1,"valid"
"1720",1720,8,"Posner","1.11409999999398",1,"invalid"
"1721",1721,8,"Posner","1.34059999999397",1,"valid"
"1722",1722,8,"Posner","1.23620000000301",1,"valid"
"1723",1723,8,"Posner","1.28270000000293",1,"invalid"
"1724",1724,8,"Posner","1.22440000000597",1,"invalid"
"1725",1725,8,"Posner","0.435599999993997",1,"valid"
"1726",1726,8,"Posner","1.03170000000296",1,"valid"
"1727",1727,8,"Posner","0.402099999994107",1,"neutral"
"1728",1728,8,"Posner","1.66559999999401",1,"neutral"
